id,match_key,match_date,bet_name,bet_category,probability,sportium,sportbet,best_edge,outcome,is_custom,custom_stat,custom_type,custom_scope,custom_direction,custom_line,custom_esito,created_at
"1594","LaLiga|Oviedo|Elche","2026-04-26","UNDER 5,5 CARTELLINI TOTALI","Cartellini","0.6707667916053648","1.55","1.66","0.11347287406490558","WIN","0","","","","","","","2026-04-27 00:54:07"
"1595","LaLiga|Oviedo|Elche","2026-04-26","UNDER 6,5 CARTELLINI TOTALI","Cartellini","0.8064263233929279","1.35","","0.08867553658045257","WIN","0","","","","","","","2026-04-27 00:54:07"
"1596","LaLiga|Oviedo|Elche","2026-04-26","UNDER 3,5 CARTELLINI CASA","Cartellini","0.8014175592192176","1.34","1.32","0.07389952935375166","WIN","0","","","","","","","2026-04-27 00:54:07"
"1597","LaLiga|Oviedo|Elche","2026-04-26","UNDER 3,5 CARTELLINI OSPITE","Cartellini","0.7793914883009593","1.29","1.28","0.005415019908237451","WIN","0","","","","","","","2026-04-27 00:54:07"
"1586","LaLiga|Vallecano|Sociedad","2026-04-26","OVER 2,5 CORNER OSPITE","Corner","0.8580508775607254","1.19","1.12","0.02108054429726325","WIN","0","","","","","","","2026-04-27 00:53:02"
"1587","LaLiga|Vallecano|Sociedad","2026-04-26","OVER 3,5 CORNER OSPITE","Corner","0.7185796682657858","1.44","1.38","0.03475472230273158","WIN","0","","","","","","","2026-04-27 00:53:02"
"1588","LaLiga|Vallecano|Sociedad","2026-04-26","OVER 1,5 CARTELLINI OSPITE","Cartellini","0.7807378270500019","1.29","","0.007151796894502516","WIN","0","","","","","","","2026-04-27 00:53:02"
"1576","LaLiga|Vallecano|Sociedad","2026-04-26","UNDER 3,5 GOL","Gol","0.7973108911983985","1.42","1.38","0.13218146550172571","LOSS","0","","","","","","","2026-04-27 00:53:01"
"1577","LaLiga|Vallecano|Sociedad","2026-04-26","UNDER 4,5 GOL","Gol","0.915075942243728","1.15","1.13","0.05233733358028703","LOSS","0","","","","","","","2026-04-27 00:53:01"
"1578","LaLiga|Vallecano|Sociedad","2026-04-26","UNDER 5,5 GOL","Gol","0.96948339582667","1.05","1.04","0.017957565618003546","LOSS","0","","","","","","","2026-04-27 00:53:01"
"1579","LaLiga|Vallecano|Sociedad","2026-04-26","UNDER 1,5 GOL OSPITE","Gol","0.7688212679042448","1.61","1.56","0.23780224132583405","LOSS","0","","","","","","","2026-04-27 00:53:01"
"1580","LaLiga|Vallecano|Sociedad","2026-04-26","UNDER 2,5 GOL OSPITE","Gol","0.9354864228653718","1.16","1.14","0.08516425052383125","LOSS","0","","","","","","","2026-04-27 00:53:01"
"1581","LaLiga|Vallecano|Sociedad","2026-04-26","UNDER 3,5 GOL OSPITE","Gol","0.9860415198702468","1.03","1.02","0.015622765466354329","WIN","0","","","","","","","2026-04-27 00:53:01"
"1582","LaLiga|Vallecano|Sociedad","2026-04-26","OVER 23,5 TIRI TOTALI","Tiri","0.709394171375904","1.41","1.43","0.014433665067542734","WIN","0","","","","","","","2026-04-27 00:53:01"
"1583","LaLiga|Vallecano|Sociedad","2026-04-26","OVER 24,5 TIRI TOTALI","Tiri","0.6500879140799718","1.56","1.6","0.04014066252795501","WIN","0","","","","","","","2026-04-27 00:53:01"
"1584","LaLiga|Vallecano|Sociedad","2026-04-26","OVER 11,5 TIRI CASA","Tiri","0.7578963747636734","1.29","1.33","0.008002178435685625","WIN","0","","","","","","","2026-04-27 00:53:01"
